Id,Company_Name,Company_Type,Sales_Growth,Annual_Revenue_US$M,No_of_Employees,Phone_numberTelephone,Company_Summary,Swot_Overview,Headquarters_Address_line1,Headquarters_Address_Line2,Headquarters_Zip_Code,Ticker_Exchange,Thomson_Rep_No,Annual_Revenue_Year,Fiscal_Year_End,Fax,URL,Incorporation_Year,Products,Services,Brands,Entity_Type,Headquarters,Headquarters_StateProvince,Headquarters_City,Primary_Sector,Company_Themes,Deal_Count,Deal_Value,Investors_Count,Investor_Names,Advisors_Count,Last_MA_Co,Funding Rounds,Total_Funding_US$m,Last__funding_date,Days_since_last_funding,Round Of Financing (Last),Deal_Subtype_1_Last,Deal_Subtype_2_Last,Deal_Subtype_3_Last,Deal_Subtype_4_Last,News_Count,Patents_Count,Patents_Filings_Count,Patents_Grants_Count,Fillings_Count,Filings_Sentiment,Filings_Mentions,Active_Jobs,Posted_Jobs,Closed_Jobs,Total_Projects_Count,Projects_Count,Total_Noof_Mining_Projects,Noof_Mining_Projects,Install_Base_Counts,Estimated_ICT_Spends,Net_Income_US$m,Operating_Income_US$m,Research_and_Development_USD,Cash_And_Equivalents_USD,Total_Assets_USD,Total_Liabilities_USD,EVSales_,Market_Cap_US$m,Enterprise_Value_US$m,PE_Ratio_,EVEBITDA_,Capital_Raised_Past_3_Years_US$m,Grants_Received_Past_3_Years_US$m,Gross_Margin_,Net_Profit_Margin_,Operating_Margin_,PBT_Margin_,Profit_Markup_,Return_on_Assets_,Return_on_Capital_Employed_,Return_on_Equity_,Return_on_Fixed_Assets_ROFA_,Return_on_Working_Capital_,EBITDA_Growth_,EPS_Growth_,Net_Income_Growth_,Operating_Income_Growth_,Sales_Growth_,Working_Capital_Growth_,Book_Value_per_Share_USD,Cash_Value_per_Share_USD,Dividend_per_share_USD,Dividend_Yield_,Diluted_EPS_US$,Administration_costs_,Overhead_costs_,Cash_Ratio_Absolute,Current_Ratio_Absolute,Quick_Ratio_Absolute,Debt_to_Equity_Ratio_Absolute,Debt_to_Capital_Ratio_Absolute,Net_Debt_to_Equity_Absolute,Asset_Turnover_Absolute,Capex_to_sales_,Capital_Employed_Turnover_Absolute,Current_Asset_Turnover_Absolute,Fixed_Asset_Turnover_Absolute,Inventory_Turnover_Absolute,R_and_D_to_Sales_,Working_Capital_Turnover_Absolute,Net_Income_per_Employee_USD,Revenue_per_Employee_USD,Market_Capitalization_Million_USD,PE_PriceEarnings_Ratio,Enterprise_ValueOperating_Profit,Dividend_Yield,Enterprise_ValueTotal_Assets,EVEBITDA,Enterprise_ValueSales,Enterprise_ValueMillion_USD
1070250,Landeskreditbank Baden-Wuerttemberg-Foerderbank,Private,1900-01-00,1615.28,1351,49  7211500,"Landeskreditbank Baden-Wuerttemberg-Forderbank (L-Bank) is a development bank owned by the State of Baden-W?rttemberg. The bank provides funding and financing to individuals, businesses, SMEs, public institutions, startups and municipalities. It provides parental benefits, child support, farm building finance, soft loans, and equipment and crop finance for agriculture needs, and home finance to families and individuals. L-Bank promotes energy efficiency and environment protection by financing houses, apartments, and companies with energy-saving design, and heating systems based on renewable energy. It provides financing for municipal infrastructure and transport system with low-emission and community buses. The bank supports startups by financing their capital, inventory, and working capital, and small and medium firms with investments, mezzanine finance, extensions, modernization, and acquisitions. Further, L-Bank makes investments in technology parks. It operates in the state of Baden-Wuerttemberg, Germany. L-Bank is headquartered in Karlsruhe, Baden-Wurttemberg, Germany.","Landeskreditbank Baden-Wuerttemberg-Forderbank (L-Bank) is a development bank providing financial solutions to SMEs, businesses, and individuals. Capital adequacy, product and service portfolio, and improved asset quality are the major strengths of the bank; even as decline in cost efficiency could be a cause for concern. Prolonged lower interest rates environment, risk related to online identity theft and hacking, and additional capital requirements may affect its business performance. However, positive outlook for cards and payments channel in Germany, the short-term economic outlook and emergence of FinTech may offer ample growth opportunities to the bank.",Schlossplatz 12,,76113,,,,12,49 721 1501001,www.l-bank.de,1998,Products:  Parental Allowances Childcare Allowances Education Allowances Family Allowances Loans to Business Start-Up Loan Guarantee Residential Construction and Modernization Loans Investment Credit,Services:  Equity Financing For Businesses Housing Assistance Infrastructure Funding Agricultural Funding Real Estate Services Business Lending,,Independent,Germany,Baden-Wurttemberg,Karlsruhe,Financial Services,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
113403,Gerresheimer AG,Public,1900-01-01,1588.43,10175,49 211 618100,"Gerresheimer AG (Gerresheimer) manufactures and supplies specialty glass and plastic products for pharmaceutical and healthcare industries. Its product portfolio includes tubular glass, plastic systems and moulded glass products such as vials, ampoules, cartridges, glass syringes, glass bottles and jars, polyethylene (PET) bottles, tablet containers, erlenmeyer flasks, and plastic containers. It also provides cosmetics glass and finishing, and a range of packaging solutions and application systems to customers in the personal care and food and beverage industries. Gerresheimer offers its products under various brands, which include ClearJect, Duma, Gx Tekion, Gx TELC, Gx RHOC, Gx THOR, Gx FLASH and Gx RTF. The company operates manufacturing facilities across Europe, North America, South America and Asia. Gerresheimer is headquartered in Dusseldorf, North Rhine-Westphalia, Germany.","Gerresheimer AG (Gerresheimer) is a manufacturer and producer of glass and plastic products. Improvement in operating performance, focus on R&D and focus on quality are the company?s key strengths, even as weak financial leverage remains a cause for concern. Rising global demand for containers and packaging, launch of new products and business expansion could provide new opportunities to the company. However, currency fluctuations, rising intolerance towards plastic and regulations could affect the company?s performance.",Klaus-Bungert-Strasse 4,,40468,GXI,AEB7B,,11,49 211 6181295,www.gerresheimer.com,1864,Products:  Vials Ampoules Cartridges Glass Syringes Glass Bottles and Jars Glass Tubes Dialysis Machine Components Insulin Pen Ophthalmic and Rhino-Logical Application Systems Polyethylene Terephthalate (PET) Bottles Tablet Containers Erlenmeyer Flasks Plastic Containers,,Brands:  ClearJect Duma Gx RTF Gx Tekion Gx TELC Gx RHOC Gx THOR Gx FLASH Gx ARMOR Gx Baked-On RTF Gx InnoSafe GxCare GxCircular Gx Elite Glass Gx G3 Inspection System Gxpure Gx TWILC,Parent,Germany,,Duesseldorf,Paper and Packaging,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100.96,178.36,8.73,100.26,2982.87,1975.31,2.43,2652.78,3972.89,28.31,,0,0,30.84,6.24,11.03,9.53,44.6,3.37,7.68,10.02,21.36,-556.96,-23.3,21.21,9.63,26.42,1.91,-91.88,28.15,2.8,1.25,1.57,3.48,16.45,88.97,,0.95,0.62,1.19,0.54,1.09,0.54,12.2,0.7,2.59,1.94,5.23,0.01,-50.5,8703.59,139438.42,2356.57,26.57,24.65,1.67,1.27,11.87,2.43,3331.16
235047,Schuler AG,Private,1900-01-00,1578.19,6617,49 7161 660,"Schuler AG (Schuler), a subsidiary of Andritz AG, is a provider of metal and plastic forming equipment. The company offers technology for presses, automation, dies and processes. Its product portfolio includes automotive press, hydraulic press, stamping and cutting, forging technology, minting technology, packaging technology, automation technology, die and forming technology, forming technology and battery cell products. Schuler also offers maintenance, oil services, production support, repairs and welding, safety check and remote service. It offers its products and services to various industries such as automotive, tire, appliances, minting, packaging, drives and generators, railways, aerospace, industrial applications and large pipes, among others. Schuler has operations in Europe, Americas and Asian countries. Schuler is headquartered in Goppingen, Baden-Wurttemberg, Germany.","Schuler AG (Schuler) is a manufacturer and distributor of metal forming machines, systems, and dies. Diverse geographical presence and integrated business services are the company?s major strengths, even as debt remains a cause of concern. However, growth initiatives and positive outlook of global automotive industry are likely to provide growth opportunities to the company. Also, Coronavirus (COVID-19) outbreak and rapidly changing technology may affect its growth.",,Schuler-Platz 1,73033,,,,12,49 7161 66233,www.schulergroup.com/,1839,Products:  Automotive Press Stamping  Cutting Hydraulic Press Forging Technology Minting Technology Packaging Technology Automation Technology Die and Forming Technology Forming Technology Battery Cell Products,Services:  Maintenance Oil Services Production Support Repairs  Welding Safety Check  Remote Service,,Subsidiary,Germany,Baden-Wurttemberg,Goeppingen,Metals and Mining,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
364508,Charite University Hospital of Berlin,Institution,1900-01-00,1572.34,15500,49 30 45050,"Charite University Hospital of Berlin (Charity) is a research institute that provides education and treatment services. The institute offers research in areas of immunological sciences, cardiovascular and metabolism, neurosciences, oncology, rare diseases and genetics, and regenerative therapies. It provides Charity Center for health and human sciences, basic sciences, dental, oral and maxillary medicine, therapy and research, diagnostic laboratory and preventive medicine. Charity offers diagnostic and interventional radiology and nuclear medicine, anesthesiology, operating-room management and intensive care medicine, surgery, traumatology and reconstructive surgery and Charity comprehensive cancer center. The institute also provides degree programs, advice, international students, and scholarships and funding. Charity is headquartered in Berlin, Germany.",,,Chariteplatz 1,10117,,,,12,,www.charite.de,1710,,Services:  Research Education Treatment,,Parent,Germany,Berlin,Berlin,Medical Equipment,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
182102,Rhon-Klinikum AG,Public,1900-01-04,1550.57,18159,49 9 771650,"Rhon-Klinikum AG (Rhon-Klinikum) operates as a healthcare service provider that offers medical care services. The center offers services such as nursing, physiotherapy, ergotherapy, logopaedics and dietician services. It provides medical assistance professions in the areas of functional diagnosis, laboratory, radiology and medical documentation. Rhon-Klinikum operates general, rehabilitation, and emergency health care facilities which offer inpatient and outpatient medical care to various communities. The center also offers development and provision of healthcare systems in rural areas. It has operations in Bavaria, Saxony, Thuringia, Brandenburg, Baden-Wuerttemberg, Hesse, Lower Saxony, North Rhine-Westphalia, Mecklenburg-West Pomerania and Saxony-Anhalt. Rhon-Klinikum is headquartered in Bad Neustadt an der Saale, Germany.",,Schlossplatz 1,,97616,RHK,A3685,,12,49 9 77197467,www.rhoen-klinikum-ag.com,1973,,Services  Physiotherapy Ergotherapy Logopaedics Medical Consultation,,Subsidiary,Germany,,Bad Neustadt An Der Saale,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.65,11.86,0,8.5,1857.81,529.34,0.69,1139.04,1010.31,666.39,,0,0,68.94,0.11,0.77,0.29,221.98,0.09,0.77,0.12,1.21,3.55,-35.86,-95.15,-96.65,-81.72,4.31,-2.52,17.41,1.36,0,0,0.04,77.47,99.23,,2.07,1.94,0.14,0.12,-0.09,0.83,7.13,1,2.41,1.58,13.27,0,4.64,79.91,74902.75,1004.44,687.62,233.23,,0.56,12.44,0.69,917.05
147123,Bauer AG,Public,###############################################################################################################################################################################################################################################################,1531.28,11891,49 8252 970,"Bauer AG (Bauer) is an international construction contractor and equipment manufacturing company. The company offers products, equipment and services related to ground and groundwater. Bauer carries out general construction activities such as civil engineering, environmental engineering and project development. It also provides services such as exploration, mining and safeguarding of valuable natural resources. The company develops and manufactures construction machinery, equipment and tools for infrastructure foundation engineering sector. It provides products and services to diverse fields including water, energy, mineral resources, and environmental technology. The company operates across Africa, the Americas, Asia-Pacific, the Middle East and European regions. Bauer is headquartered at Schrobenhausen, Germany.","Bauer AG (Bauer) is a holding company with diversified interests in three broad categories, construction, equipment and mineral resources. Strong order book, liquidity position, geographical presence and business performance of Construction segment are the company?s key strengths, even as business performance of Equipment segment remains a cause for concern. Growth initiatives, infrastructure spending worldwide, and global construction industry could provide new growth opportunities for the company. However, stringent environmental standards, risk related to competitive bidding and COVID-19 outbreak could affect the company?s business operations.",Bauer-Strasse 1,,86529,B5A,AC68D,,12,49 8252 971359,www.bauer.de,1920,Products:  Drilling Rigs Accessories for Drilling Rigs Diaphragm Wall Rigs Slurry Treatment Depth Vibrator Anchor Drilling Rigs Universal Piling Rigs Foundation Crane Piling Hammers Exploration and Well Water Drilling Rigs Geothermal Drilling Rigs Undercarriage Electronic Systems Auger Flights Exploration and Mining Deep Drilling Unit TBA,Services:  Deep Sea Excavations Construction of Bridges Sewage Treatment Works Construction Services Environmental Services Drilling Services Remediation,,Parent,Germany,,Schrobenhausen,Construction,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,-9.57,52.14,0,52.46,1760.13,1344.35,0.53,290.85,807.04,-4.27,,0,0,52.74,-0.63,3.41,1.22,111.58,-0.53,5.21,-2.3,10.02,19.38,29.54,0,77.39,103.47,-8.68,1010.29,18.32,2.31,0,0.85,0.05,43.65,96.59,,1.35,0.72,1.4,0.58,1.23,0.85,8.43,1.53,1.46,2.94,1.44,0,5.69,-706.16,112962.83,260.92,-4.27,43.93,0.82,0.46,6.55,0.53,717.33
103882,HSBC Trinkaus & Burkhardt AG,Private,1900-01-00,1525.46,3017,49 211 9100,"HSBC Trinkaus & Burkhardt AG (HSBC Trinkaus), a subsidiary of HSBC Holdings plc, offers commercial, global, and private banking services. Its commercial banking services include commodity and structured trade finance, credit and lending, risk management, clearing and foreign currency payable, global payable and receivable and liquidity, liability, and investment. Global banking contains capital financing, merger and acquisition, a global research, global trade and receivable finance, global liquidity and cash management, and securities services. Private banking comprises online banking and reporting, bespoke lending, discretionary and non-discretionary investment, wealth structuring, and succession planning. It offers services through a network of branch offices and online portals to the individual, commercial, and high-net-worth individuals in Germany. HSBC Trinkaus is headquartered in Dusseldorf, Germany.","HSBC Trinkaus & Burkhardt AG (HSBC Trinkaus) is a provider of banking and other financial services. Adequate capital, improved cost efficiency and non-interest income, and adequate liquidity are a few of its key strengths even as deterioration in credit quality could be a cause for concern. Growing wealth management prospects and the market for payment channels in Germany, and the emergence of FinTech could offer ample growth opportunities to the bank. However, prolonged low-interest rate environment, competition, and risks related to identity theft and hacking could pose various challenges to the bank.",Koenigsallee 21/23,,40212,,,,12,49 211 910616,www.about.hsbc.de,1785,Products:  Deposits Loans Credit Cards Debit Cards,"Services:  Commercial Banking:  Working Capital:  Commodity and Structured Trade Finance Forfaiting Receivable Finance Credits and Lending Export and Imports  Payment Services:  Clearing and Foreign Currency Payable Global Payable and Receivable Liquidity, Liability, and Investment  Risk Management  Global Banking Solutions:  Capital Financing Merger and Acquisition Global Research Global Trade and Receivable Finance Global Liquidity and Cash Management Securities Services  Private Banking:  Online Banking and Reporting Bespoke Lending  Investment:  Discretionary Investment Management Self-Directed Investor Services Advisory Services  Planning:  Wealth Structuring Succession Planning Wealth Reporting",,Subsidiary,Germany,,Duesseldorf,Financial Services,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
132624,KWS SAAT SEÿ& CoÿKGaA,Public,1900-01-02,1493.65,4687,49 5561 3110,"KWS SAAT SE & Co KGaA (KWS), formerly KWS SAAT SE is a plant-breeding company. The company carries out the cultivation, production and marketing of corns and other related food products. Its products include corn, sugar beet seeds, cereals such as wheat, hybrid rye and barley; oil seeds such as oil seed rape and sunflower; soy, catch corps and potatoes for various utilization purposes. KWS provides consulting services to farmers, on harvesting, stock administration, crop choice, sowing and biogas usage activities. It also carries out the research and development of agricultural products. The company operates in the Americas, Europe and Asia. KWS is headquartered in Einbeck, Germany.",,"Grimsehlstr. 31, Postfach 1463",,37555,KWS,A3F58,,6,49 5561 311322,www.kws.com,1856,Products:  Sugar Beet Potatoes Corn  Oil Seeds: Oil Seed Rape Sunflower  Cereals: Wheat Hybrid Rye Barley  Field Crops: Mustard  Radish Winter Rape Phacelia,,,Parent,Germany,,Einbeck,Agriculture and Forestry,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126.09,156.22,287.54,253.93,2709.47,1508.24,2.05,2481.09,3289.43,22.58,,0,0,56.44,8.44,10.46,10.85,129.59,4.8,7.24,10.5,25.13,21.85,2.24,16.2,16.03,-0.24,2.16,21.56,31.93,6.75,0.8,0.92,3.8,28.59,89.54,,2.3,1.73,0.7,0.41,0.45,0.57,6.18,0.69,1.26,2.4,2.27,0.19,2.09,23599.1,279545.97,2385.9,,,0.96,,,,
139872,Syntegon Packaging Technology GmbH,Private,1900-01-00,1482.03,6000,49 7151 140,"Syntegon Packaging Technology GmbH (Syntegon), formerly, Bosch Packaging Technology GmbH, is a provider of processing, filling and packaging technology. Syntegon's key offerings include machines for bag sealing and closing, bioprocess systems, coding, filling and closing of ampoules, capsules, cartridges, syringes, and vials, high-shear mixing, secondary packaging, capping, check weighing, tablet pressing and coating, and lab automation equipment, among others. The company serves to pharmaceutical, food, confectionery, hygiene, and health industries. It offers after sale services such as field services, modernization, preventive maintenance, stock optimization, spare parts, embedded engineer, remote service, strategic maintenance and technical audit. It has operations across the Americas, Europe, Asia-Pacific and Africa. Syntegon is headquartered in Waiblingen, Germany.","Syntegon Packaging Technology GmbH (Syntegon) is a provider of packaging technology solutions. Strong brand portfolio, focus on R&D and technology and wide geographical presence are the company's key strengths, even as limited scale of operations remains a cause for concern. Increasing global demand for containers and packaging, growing role of flexible packaging, increasing demand for lightweight packaging and growth initiatives could provide new opportunities to the company. However, a shortage of skilled labor in EU, coronavirus outbreak, and changing technology could affect the company's performance.",,Stuttgarter Strasse 130,71301,,,,12,49 7151 141000,www.syntegon.com,1974,Products:   Depyrogenation Tunnels Cappers Labelers Inspection Equipment Capsule Fillers Cartoners Confectionery Processing Equipment Robotics Horizontal Packaging Machines Vertical Packaging Machines Filling and Closing Equipment Checkweighters Bag Sealing and Closing Machines Barrier Systems Tablet Coating System Tablet Press Tray Loader Spares Thermoforming Filling and Sealing  Pick and Place Robotics Lab Automation,Services:   Modernization Field Services Preventive Maintenance Technical Audit Embedded Engineer Program Stock Optimization Strategic Maintenance Laboratory Services Integrated Solutions Pharma,Brands:   Ampack Doboy Elematic Hansella Huttlin Klenzaids Kliklok Makat Moeller & Devicon Pharmatec Sigpack Osgood SBM Tevopharm Togum Valicare Woodman,Parent,Germany,Baden-Wurttemberg,Waiblingen,Paper and Packaging,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
252766,Deutz AG,Public,###############################################################################################################################################################################################################################################################,1476.97,4701,49 221 8220,"Deutz AG (Deutz) is an independent engine manufacturer for industrial machinery and equipment. Its major offerings include construction equipment, material handling equipment, stationary equipment, railway equipment, ground support equipment, agricultural machinery, and automotive and marine engines. It also offers spare parts, maintenance services and emission management services. It offers Deutz compact engines including liquid-cooled engines and Deutz customized solutions including air-cooled engines and large liquid-cooled engines. The company has operations in Europe, Africa, the Americas, the Middle East, and Asia. Deutz is headquartered in Cologne, Germany.","Deutz AG (Deutz) is an engine manufacturer for industrial machinery and equipment. The cash position and operational network are its strengths, while accidents and decrease in business performance could remain cause for concern to the company. Positive outlook for German construction industry, contract and agreement, and strategic expansion initiatives could provide new growth opportunities for the company. Intense competition, raw material procurement risks and regulatory environment could affect its operations.",Ottostrasse 1,,51149,DEZ,A2F57,,12,49 221 8225850,www.deutz.com,1864,Products:  Engines: Mobile Machinery Gen Sets Agricultural Machinery Automotive Marine  Engine Accessories Professional Tools: Wrenches Pilers Hammers,Services:  Maintenance  Engineering Services  Exchange of Parts and Engines Services  Spare Parts,Brands:  Deutz,Parent,Germany,,Koeln,Industrial Goods and Machinery,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-122.66,-121.52,68.97,73.76,1345.76,735.86,0.64,800.42,1013.38,13.61,,0,0,14.64,-8.31,-8.23,-8.54,17.15,-8.67,-13.56,-20.11,-30.07,-108.55,-100.11,-248.3,-305.74,-221,-29.62,-48.18,4.43,0.54,0,0,-0.71,11.51,108.23,,1.25,0.55,0.28,0.22,0.16,1.04,5.86,1.65,2.34,3.66,3.71,0.05,13.19,-22888.75,275600.94,703.42,13.61,8.26,,0.72,-201.29,0.64,845.43
194430,Grunenthal GmbH,Private,1900-01-00,1459.23,4500,49 241 5690,"Grunenthal GmbH (Grunenthal) is a research-oriented pharmaceutical company that researches, develops and markets products for the treatment of pain management and related diseases. Its portfolio includes a wide range of medicinal products for chronic and acute pain, nociceptive and neuropathic pain. The company?s major products include Tramal used for the treatment of moderate to severe pain; Transtec used to treat moderate to severe cancer pain; and Vimovo used for the treatment of rheumatoid arthritis, osteoarthritis and ankylosing spondylitis. The company distributes products operates in Europe, Latin America and the US. Grunenthal is headquartered in Aachen, Germany.","Grunenthal GmbH (Grunenthal) is a pharmaceutical company that researches, develops and markets products for the treatment of pain. The company harnesses its dominant position in pain management, robust manufacturing capabilities and research and development activities to deliver consistent revenue growth. However, patent infringement concerns could be an area of concern for the company. Grunenthal?s strategic acquisitions, increasing healthcare expenditure in the US and market potential of pain could provide new growth opportunities to the company. However, intense competition, government regulations and uncertain R&D outcomes could affect its business operations.",,Zieglerstrasse 6,52078,,,,12,,www.grunenthal.com,1946,"Products:  Versatis - for Neuropathic Pain Nucynta - for Acute and Chronic Pain Qutenza - for Peripheral Neuropathic Pain in Adults Tramal - for Moderate to Severe Pain Transtec - for Moderate to Severe Cancer Pain Zaldiar - for Moderate to Severe Pain Zomig and AscoTop Nasal Spray - for Migraine Headache in Adults and Adolescents Nexium - for Gastroesophageal Reflux Disease and Erosive Reflux Esophagitis  Vimovo - for Rheumatoid Arthritis, Osteoarthritis and Ankylosing Spondylitis Intac - Hot Melt Extrusion Technology Platform Palexia - for Moderate to Severe Pain",,Branads:  Nexium Versatis  Tramal Zaldiar Ixprim  Crestor Zomig AscoTop Transtec Norspan Vimovo,Parent,Germany,Nordrhein-Westfalen,Aachen,Pharmaceuticals and Healthcare,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,781.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1362339,TUV Nord AG,Private,1900-01-00,1442.87,11658,49 511 9980,"TUV Nord AG (TUV Nord) is a provider of independent, neutral, third party technology and safety services. It offers advisory, service and inspection services in testing, certification, consulting, engineering, and training areas. The company serves industrial services, aerospace, training, natural resources, mobility, and IT businesses across Europe, Asia, America and Africa. The company provides its services  to its various customer groups which includes global renowned players and small and mid-sized enterprises with a local and regional focus, alongside institutions, organizations and consumers. TUV Nord is headquartered in Hannover, Niedersachsen, Germany.","TUV Nord AG (TUV Nord) provides independent, neutral, third party technology and safety services. The partnership with Spirent Communications plc, improved operational performance of its mobility and natural resources businesses unit performance are the company's major strengths, while increasing trade receivables could be a cause for concern to the company. Favorable renewable policies in European Union, positive outlook for software industry in Germany, and increase in air travelers in Asia Pacific could provide the company various growth opportunities. However, foreign exchange risks, regulations and dependence on German public authorities could affect its operations.",,Am TUV 1,30519,,,,12,,www.tuev-nord-group.com,1869,,"Certification Inspection Training Testing and Inspection of Chemical Plants and Disposal of Nuclear Waste Personnel, Product and System Certification Services Consultancy and Testing of IT Security Systems Pre-Owned Car Management for the Motor Trade Vehicle Registration for Private Owners Data Management of Digital Tachographs for Freight Forwarders and Fleet Operators Exhaust Emissions Testing for Motor Cycles Vehicle Valuation Vehicle Inspection Driving Tests Disposal of Nuclear Waste Plant Engineering Consultancy and Testing of IT Security Systems",,Parent,Germany,Niedersachsen,Hanover,Business and Consumer Services,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
7728,Lechwerke AG,Public,###############################################################################################################################################################################################################################################################,1438.98,1776,49 821 3280,"Lechwerke AG (LechWerke), a subsidiary of Innogy SE is a utility service provider that offers electricity products natural gas products and energy services. The company provides services such as electrical safety, gas safety, energy monitoring,  power plant contracting, street lighting,  energy efficiency, energy audits, energy conservation, operation and maintenance, infrastructure service and telecommunication services and also offers online bill payment, meter reading services, electricity labelling services, and others. LechWerke owns and operates through a network of power lines and power plants located across Germany. The company serves residential, commercial and industrial customers, and municipalities. LechWerke is headquartered in Augsburg, Germany.",,Schaezlerstrasse 3,,86150,LEC,A5389,,12,49 821 3281170,www.lew.de,1898,Products  Electricity Natural Gas Products,Services  Electrical Safety Gas Safety Energy Monitoring Energy Efficiency Energy Audits Energy Conservatio Power Plant Contracting Street Lighting Operation and Maintenance Infrastructure Service Telecommunications Services Online Bill Payment Meter Reading Services Electricity Labelling Services Others,,Subsidiary,Germany,,Augsburg,Power,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.97,53.51,0,0,1942.33,1304.13,3.9,5627.22,5776.44,43.45,,0,0,9.1,9.24,3.72,12.32,10.01,6.4,6.81,20.84,12.11,-5.21,-62.75,-23.18,-16.62,-49.72,-13.95,-19.24,15.79,0.04,2.8,0,3.42,3.53,96.28,,0.11,0.11,0,0,-0.03,0.69,0,1.83,9.48,3.26,159.19,0,-1.4,65678.49,710741.56,4962.25,41.93,31.46,,2.87,31.46,3.9,4889.87
2468766,SMP Deutschland GmbH,Private,1900-01-00,1411.31,4633,49 7663 610,"SMP Deutschland GmbH (SMP) a subsidiary of Motherson Sumi Systems Ltd, is a manufacturer and supplier of interior and exterior modules for the automotive industry. The company develops plastic parts specialized in cockpits, door panels, bumper modules and advanced plastic vehicle body parts. It also provides decorative parts and plastic based body panels, leather and soft-surface solutions to its customers. SMP service offering include moulding and forming, coatings, laminating and post moulding process. The company markets its products across Europe, North America, South America and Asia. SMP is headquartered in Botzingen, Germany.",,,Schlossmattenstr. 18,79268,,,,3,49 7663 612155,www.smp-automotive.com,1959,Products:  Cockpits Door Panels Bumper Modules Advanced Plastic Vehicle Body,Services:  Moulding and Forming Coatings Laminating Post Moulding,,Subsidiary,Germany,Baden-Wurttemberg,Botzingen,Automotive,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
